;texto;polarity;subjectivity;location;Latitude;Longitude
92;Fui votar cheia de adesivo do Haddad pelo corpo, com um puta cheiro de cerveja e cigarro e morta de ressaca é isto BORA VIRAR;-0.15;0.5833333333333334;Rio de Janeiro, Brasil ;-22.91215999999997;-43.17500999999993
93;Entra no carro otária, vamo votar no haddad;-0.3;0.8;caucalifornia;37.86948000000007;-122.25928999999996
94;Haddad evita culpar Maduro e critica oposição venezuelana https://t.co/REZhMeoqKj;0.0;0.0;Manaus/Am.;-3.109149999999943;-60.05179999999996
95;@cellbit @Cristian_eg VAI HADDAD, LIBERTÁRIOS COM O 13, LIBERTÁRIOS CONTRA O FASCISMO, ESTADO ACIMA DE TUDO, QUERO GÁS DE $49,00;0.0;0.1;Ancapistão, terra do Bitcoin;-20.366669999999942;-64.96666999999997
96;votar no haddad é essencial;0.0;0.3;🚧❌;;
97;"hey 
I just met you 
and this is crazy
but here's my number

🚩HADDAD 13🚩";-0.6;0.9;winterfell;55.75437000000005;37.58710000000008
98;"@ahorapodemos @pnique @MayoralRafa @Haddad_Fernando Pero este quien es para ir a Brasil a hacer nada??
Porque no ha… https://t.co/O4pOoUJN67";0.0;0.0;España;40.227949660000036;-3.6460631049999392
99;@UOLNoticias Incrível como Haddad conseguiu crescer quase 20 pontos em um dia no outro cai quase 20 pontos Isso é i… https://t.co/LweLXfqDes;0.23750000000000004;0.6375;Coivaras, Brasil;-5.09332999999998;-42.205269999999985
100;@AconteceCaralho 9 anos debatendo democracia e Haddad, isso não é uma criança, é um alien 👽;-0.25;0.75;Maceió, Brazil;-9.666479999999979;-35.73498999999998
101;@comunafeminista @andreapomponi @Guilhdo @UOLNoticias @Haddad_Fernando Claro que acabou, a reputação boa dele foi l… https://t.co/8DFt9JXZOL;0.7;0.6000000000000001;Philadelphia, PA;39.95222000000007;-75.16217999999998
102;@b3arzindot3ddy @FeCastanhari Bolsonaro é desconhecido (porém confiável ao mesmo tempo) se ele vai ser bom? Só o fu… https://t.co/zGT8gmeRX7;0.15;0.58125;São Paulo, Brasil;-23.562869999999975;-46.654679999999985
103;"#Todoscontraofascismo!!!!
Jornalista que deixou Record apoia Haddad para ""exercer a profissão livre""… https://t.co/3mfzX2jQPh";0.2;0.4;Rio de Janeiro, Brasil;-22.91215999999997;-43.17500999999993
104;"Uma postagem do deputado neste sábado irritou o magistrado, que declarou apoio ao adversário #EleiçõesRBS2018
https://t.co/cQU2QmdYYK";-0.75;0.85;Porto Alegre;-30.033919999999966;-51.22798999999998
105;Já acordei, votei no meu presidente #ViraVirouHaddad @Haddad_Fernando https://t.co/7sHNWRnFBQ;0.0;0.0;Paraná, Brasil;-24.63501281699996;-51.615551495999966
106;Haddad 13 porraaaaaaa;0.0;0.0;Brasil ;-10.769946428999958;-53.073466888999974
107;@O_Raposa Lembre que está do lado do haddad só bandido traficantes noiados e todo tipo de criminoso;0.06666666666666665;0.8166666666666668;Goiânia, Brasil;-16.67930999999993;-49.25644999999997
108;VAMO VIRAR ESSA PORRA HADDAD;-0.3458333333333333;0.5708333333333333;Hell de Janeiro;5.078890000000058;-75.63471999999996
109;Haddad 13;0.0;0.0;Hii we are one Direction!;40.43187005107051;-3.703509996104822
110;HADDAD 13 NESSE CARALHO!!!!!;-1.0;0.6;027 ;42.02829000000003;12.994082374000072
111;"Primeiramente #EleNão 👊

Hoje é Dia De #HaddadSim ❤✊
Viva a Democracia!! #HaddadPresidente13 ❤ @Haddad_Fernando https://t.co/48Tm7dY5Hw";0.012689393939393936;0.41111111111111115;Recife, Brasil;-8.055309999999963;-34.87198999999998
112;Sacode, balança que hoje tudo é festa... https://t.co/pl3xFX1eHn;0.0;0.0;MINAS GERAIS;-18.44684111099997;-44.66243752799994
113;https://t.co/lXpsjqsxJO;0.0;0.0;Campinas, Brasil;-22.90901999999994;-47.064599999999984
114;"bom dia eleitores do haddad tenham um ótimo domingo
bolsominions q q eu tenho a ver";0.75;0.675;santa maria, rs, brasil;-29.690819999999974;-53.801039999999944
115;@BBB24H @DJRobertoVleira @Haddad_Fernando Vcs agem assim um de vcs me bloqueou no face isso é democracia ainda está… https://t.co/DaTh0EGzWt;0.0;0.0;Inglaterra Bristol ;51.453790000000026;-2.59167999999994
