;texto;polarity;subjectivity;location;Latitude;Longitude
2144;Eleger o Bolsonaro até vai, agr vim dizer que ele é um verdadeiro cristão ai ja é demais.;0.18333333333333335;0.2833333333333334;Magé, Brasil;-22.66053999999997;-43.03574999999995
2145;Bolsonaro ganhou ? Aaaai q cu alguém me diz;0.8;0.4;021;41.889950000000056;13.085645740000075
2146;engraçado que o lula tinha exatamente esses msms discursos do bolsonaro quando foi eleito e n lembro de terem feito textão falando disso;0.25;0.625;proximos das estrelas do céu;18.502950000000055;-69.82727999999997
2147;não falo mais nada de política pq apoiador do bolsonaro é tudo ameba;0.5;0.5;bxd ;-7.714629999999943;139.57500000000005
2148;Eu quero de verdade que eu esteja sobre o Bolsonaro e fé;0.2;0.2;Ana Moura;-19.747689999999977;-47.948039999999935
2149;Brasilien erlebt Rechtsruck: Bolsonaro gewinnt Präsidentenwahl https://t.co/OWYF2u1Kue via @ntvde;0.2928571428571428;0.3678571428571429;Brasil Est.São Paulo;-22.754919901451178;-47.60577182511219
2150;Gg #Bolsonaro https://t.co/YnnxJ2lxT1;0.0;0.0;☨;;
2151;Tãi o pessoal do amor. https://t.co/trSzZEKP2R;0.5;0.6;Niterói;-22.88842999999997;-43.11463999999995
2152;"Só porque a pessoa não votou no Bolsonaro ela é ""Petista"" agora, pelo amor de Deus gente.";0.0;0.0;Rio de Janeiro, Brasil;-22.91215999999997;-43.17500999999993
2153;Eu não gosto do Bolsonaro. Nunca votaria nele, mas a partir de hoje, desejo que ele faça um bom governo. É o que resta;0.7;0.6000000000000001;grey sloan memorial hospital;32.72161002279395;-102.65402004385707
2154;vcs que tem amigos lgbt+ (incluindo eu) e votaram no bolsonaro não tem vergonha não? não têm consciência?;-0.125;0.25;perdida;0.5166700000000333;-77.49999999999994
2155;Gostei desse juramento do bolsonaro.;0.6;0.8;Belém - Pará;-1.4564299999999548;-48.503269999999986
2156;O COMENTARISTA JOSÉ LOPES FEIJÓ, UM PETISTA SAFADO ESTÁ DANDO ENTREVISTA NA TVT, DIZENDO Q A ELEIÇÃO DE BOLSONARO N… https://t.co/QUw8E8LjwW;0.0;0.0;São Paulo - Brasil;-23.562869999999975;-46.654679999999985
2157;A very sad day in Brazil. https://t.co/DM1HMtGN7u;-0.65;1.0;Kerhonkson, NY;41.772470000000055;-74.29661999999996
2158;"Bolsonaro festeja sua eleição orando. Se fosse o PT estariam encenando a peça ""os macaquinhos"".";-0.1875;0.5;ABC Paulista;-7.943689999999947;-34.865939999999966
2159;até agora eu vi apenas UM NEGRO no lado do bolsonaro;-0.022222222222222216;0.8111111111111112;emma stone.;35.895107844997156;-92.08905421746726
2160;Pra comemorar a vitória de Bolsonaro, os padres brasileiros hoje vão festejar para os infantários e orfanatos;0.0;0.0;Pardilhó;40.79925000000003;-8.62597999999997
2161;Parabéns para você que financiou sua faculdade mas elegeu o bolsonaro 👏🏼;0.0;0.0;Criciúma, Brasil;-28.67799999999994;-49.37164999999993
